Number of digits (n),Simple Multiplication,Karatsuba
6698,1929432546,95882433
6699,1930008679,95780929
6700,1930584874,95898645
6701,1931161158,95838777
6702,1931737525,95941873
6703,1932313987,95955265
6704,1932890559,95943257
6705,1933467187,95959845
6706,1934043904,96018609
6707,1934620716,95896217
6708,1935197617,96074349
6709,1935774583,95959837
6710,1936351656,95980097
6711,1936928797,96019673
6712,1937506036,95954593
6713,1938083352,96111813
6714,1938660757,96198193
6715,1939238254,96138033
6716,1939815846,96062797
6717,1940393500,96090909
6718,1940971249,96197097
6719,1941549093,96194701
6720,1942127023,96157821
6721,1942705030,96345273
6722,1943283129,96303329
6723,1943861311,96393953
6724,1944439579,96378813
6725,1945017924,96439161
6726,1945596364,96304929
6727,1946174887,96295665
6728,1946753505,96417189
6729,1947332194,96423029
6730,1947910978,96485609
6731,1948489860,96523185
6732,1949068804,96524197
6733,1949647864,96516689
6734,1950226980,96567157
6735,1950806209,96588317
6736,1951385500,96554341
6737,1951964877,96584333
6738,1952544364,96605017
6739,1953123916,96628321
6740,1953703563,96718053
6741,1954283281,96645393
6742,1954863106,96806817
6743,1955443011,96650037
6744,1956022984,96770373
6745,1956603067,96772405
6746,1957183218,96709765
6747,1957763476,96756277
6748,1958343802,96833693
6749,1958924226,96778473
6750,1959504724,96892189
6751,1960085320,96908493
6752,1960665996,96926945
6753,1961246746,96902181
6754,1961827597,96968505
6755,1962408531,96885241
6756,1962989557,96904725
6757,1963570657,96993777
6758,1964151849,97024017
6759,1964733130,97072493
6760,1965314503,97176341
6761,1965895950,97067997
6762,1966477489,97076033
6763,1967059102,97118445
6764,1967640807,97170201
6765,1968222604,97203301
6766,1968804487,97256029
6767,1969386456,97282121
6768,1969968508,97230433
6769,1970550646,97360977
6770,1971132870,97276041
6771,1971715177,97346605
6772,1972297570,97284461
6773,1972880061,97269909
6774,1973462635,97383681
6775,1974045280,97390637
6776,1974628017,97423725
6777,1975210846,97473981
6778,1975793764,97510445
6779,1976376753,97523105
6780,1976959834,97512269
6781,1977542992,97567105
6782,1978126260,97458921
6783,1978709593,97705141
6784,1979293024,97557137
6785,1979876547,97522933
6786,1980460138,97693501
6787,1981043839,97719081
6788,1981627599,97727617
6789,1982211457,97672789
6790,1982795401,97625681
6791,1983379425,97763569
6792,1983963535,97695869
6793,1984547749,97878137
6794,1985132046,97864221
6795,1985716423,97815749
6796,1986300877,97833657
6797,1986885426,97966341
6798,1987470055,97830241
6799,1988054779,97849089
6800,1988639577,98018365
6801,1989224464,98012265
6802,1989809449,97956029
6803,1990394508,98030973
6804,1990979656,98033289
6805,1991564887,98092305
6806,1992150204,97983693
6807,1992735622,98091221
6808,1993321108,98058909
6809,1993906686,98201129
6810,1994492338,98158273
6811,1995078094,98120325
6812,1995663936,98273105
6813,1996249849,98200249
6814,1996835875,98293785
6815,1997421948,98243545
6816,1998008125,98311801
6817,1998594397,98329401
6818,1999180755,98234753
6819,1999767181,98206205
6820,2000353708,98408873
6821,2000940324,98418929
6822,2001527017,98376561
6823,2002113802,98416445
6824,2002700676,98478393
6825,2003287630,98550677
6826,2003874676,98550741
6827,2004461784,98531321
6828,2005049002,98459437
6829,2005636306,98614665
6830,2006223678,98679265
6831,2006811157,98756629
6832,2007398710,98686289
6833,2007986361,98589009
6834,2008574086,98765641
6835,2009161906,98663469
6836,2009749803,98680281
6837,2010337774,98791421
6838,2010925849,98758277
6839,2011514016,98853941
6840,2012102245,98773117
6841,2012690581,98904909
6842,2013279006,98894897
6843,2013867499,98939969
6844,2014456096,98935369
6845,2015044770,99075777
6846,2015633524,99007757
6847,2016222373,99123937
6848,2016811302,99026533
6849,2017400323,99105225
6850,2017989427,99169297
6851,2018578620,99196545
6852,2019167887,99219525
6853,2019757264,99198389
6854,2020346703,99356045
6855,2020936234,99268481
6856,2021525860,99294277
6857,2022115563,99491161
6858,2022705355,99405677
6859,2023295236,99438833
6860,2023885203,99313253
6861,2024475244,99385529
6862,2025065380,99518781
6863,2025655605,99422829
6864,2026245913,99424805
6865,2026836301,99574521
6866,2027426781,99597913
6867,2028017356,99471461
6868,2028608017,99631173
6869,2029198737,99659617
6870,2029789570,99566185
6871,2030380474,99752269
6872,2030971473,99749581
6873,2031562546,99807189
6874,2032153726,99663165
6875,2032744962,99709185
6876,2033336326,99795701
6877,2033927749,99973913
6878,2034519249,99808445
6879,2035110856,99880341
6880,2035702540,99877481
6881,2036294310,99897597
6882,2036886166,99998541
6883,2037478111,100056713
6884,2038070124,100040237
6885,2038662241,100018573
6886,2039254447,100113713
6887,2039846730,100162985
6888,2040439102,100151417
6889,2041031566,100262797
6890,2041624116,100215245
6891,2042216740,100262525
6892,2042809456,100240281
6893,2043402252,100270181
6894,2043995143,100368497
6895,2044588123,100360313
6896,2045181171,100341205
6897,2045774335,100439245
6898,2046367555,100386981
6899,2046960876,100495893
6900,2047554286,100491321
6901,2048147767,100495877
6902,2048741343,100541425
6903,2049335008,100501965
6904,2049928759,100573665
6905,2050522587,100591445
6906,2051116513,100478085
6907,2051710498,100698553
6908,2052304605,100701569
6909,2052898771,100559045
6910,2053493050,100770837
6911,2054087391,100810585
6912,2054681839,100753505
6913,2055276355,100831609
6914,2055870963,100742745
6915,2056465660,100811037
6916,2057060428,100871973
6917,2057655306,100916585
6918,2058250255,100856581
6919,2058845293,101038445
6920,2059440420,100956913
6921,2060035627,101131861
6922,2060630923,101027513
6923,2061226302,101091465
6924,2061821776,101058109
6925,2062417327,101082213
6926,2063012979,101167373
6927,2063608693,101162265
6928,2064204508,101205429
6929,2064800409,101244693
6930,2065396381,101259925
6931,2065992463,101201337
6932,2066588604,101319117
6933,2067184858,101335205
6934,2067781174,101401069
6935,2068377591,101460237
6936,2068974100,101476081
6937,2069570674,101473361
6938,2070167352,101393005
6939,2070764113,101551201
6940,2071360945,101452813
6941,2071957884,101637761
6942,2072554909,101634581
6943,2073152002,101577137
6944,2073749199,101615881
6945,2074346473,101602513
6946,2074943818,101522769
6947,2075541270,101643257
6948,2076138802,101672665
6949,2076736426,101655113
6950,2077334130,101733489
6951,2077931914,101749121
6952,2078529796,101777365
6953,2079127758,101718385
6954,2079725812,101990197
6955,2080323931,101915605
6956,2080922157,102042365
6957,2081520460,102027557
6958,2082118852,102002469
6959,2082717327,102095457
6960,2083315897,102063041
6961,2083914544,102043629
6962,2084513280,102031125
6963,2085112111,102162453
6964,2085711022,102105237
6965,2086310019,102222441
6966,2086909087,102187153
6967,2087508244,102257853
6968,2088107502,102377837
6969,2088706843,102322081
6970,2089306261,102250197
6971,2089905780,102429593
6972,2090505373,102436333
6973,2091105055,102383105
6974,2091704802,102446189
6975,2092304680,102388781
6976,2092904623,102424917
6977,2093504652,102508361
6978,2094104761,102468593
6979,2094704956,102515049
6980,2095305234,102586173
6981,2095905610,102622681
6982,2096506051,102629337
6983,2097106611,102654669
6984,2097707230,102770977
6985,2098307950,102709777
6986,2098908750,102642953
6987,2099509630,102797165
6988,2100110605,102717173
6989,2100711651,102798333
6990,2101312804,102822493
6991,2101914034,102837105
6992,2102515344,102936705
6993,2103116755,102808473
6994,2103718243,102984905
6995,2104319805,102961601
6996,2104921474,102937797
6997,2105523232,102993949
6998,2106125067,102996849
6999,2106726967,102927557
7000,2107328983,103067617
7001,2107931070,103119221
7002,2108533234,103234941
7003,2109135511,103115109
7004,2109737859,103167253
7005,2110340284,103170741
7006,2110942807,103299993
7007,2111545407,103224841
7008,2112148108,103292349
7009,2112750886,103418285
7010,2113353738,103378573
7011,2113956700,103352025
7012,2114559730,103509181
7013,2115162852,103460057
7014,2115766075,103455501
7015,2116369354,103573201
7016,2116972743,103551413
7017,2117576206,103589617
7018,2118179746,103577673
7019,2118783405,103622657
7020,2119387117,103571101
7021,2119990927,103655381
7022,2120594826,103728673
7023,2121198811,103728113
7024,2121802870,103814857
7025,2122407018,103743261
7026,2123011267,103865473
7027,2123615590,103896325
7028,2124220008,103854489
7029,2124824512,103972681
7030,2125429090,103970925
7031,2126033763,103966925
7032,2126638519,104035237
7033,2127243361,104222729
7034,2127848289,104069845
7035,2128453303,104026353
7036,2129058409,104172241
7037,2129663586,104227093
7038,2130268852,104299073
7039,2130874213,104322661
7040,2131479657,104296233
7041,2132085187,104243089
7042,2132690800,104292513
7043,2133296505,104277953
7044,2133902290,104365237
7045,2134508164,104348493
7046,2135114130,104324257
7047,2135720173,104446913
7048,2136326299,104517725
7049,2136932523,104470189
7050,2137538839,104521941
7051,2138145226,104502665
7052,2138751693,104563417
7053,2139358243,104608661
7054,2139964906,104706485
7055,2140571637,104705353
7056,2141178460,104807745
7057,2141785357,104779733
7058,2142392355,104633189
7059,2142999442,104759097
7060,2143606600,104815133
7061,2144213856,104971445
7062,2144821177,105036809
7063,2145428596,104864137
7064,2146036116,104864941
7065,2146643719,104914121
7066,2147251381,104980413
7067,2147859150,105028421
7068,2148467002,105035517
7069,2149074946,105138705
7070,2149682961,105125001
7071,2150291077,105062949
7072,2150899270,105083225
7073,2151507546,105160109
7074,2152115926,105112305
7075,2152724380,105244857
7076,2153332914,105195161
7077,2153941540,105269581
7078,2154550261,105318901
7079,2155159059,105306873
7080,2155767937,105229277
7081,2156376904,105325737
7082,2156985966,105412125
7083,2157595111,105386857
7084,2158204327,105500981
7085,2158813650,105407669
7086,2159423056,105454233
7087,2160032542,105572341
7088,2160642105,105555757
7089,2161251760,105606133
7090,2161861516,105525673
7091,2162471337,105653021
7092,2163081253,105657333
7093,2163691258,105852877
7094,2164301337,105646797
7095,2164911520,105803921
7096,2165521780,105656241
7097,2166132135,105794285
7098,2166742552,105903305
7099,2167353076,105932721
7100,2167963680,105928949
7101,2168574367,105984581
7102,2169185143,105943169
7103,2169796011,106101401
7104,2170406953,105818557
7105,2171017993,105973361
7106,2171629113,106037337
7107,2172240304,106100397
7108,2172851608,106185993
7109,2173462989,106221845
7110,2174074450,106227045
7111,2174685988,106285033
7112,2175297639,106212593
7113,2175909352,106143585
7114,2176521166,106289081
7115,2177133060,106363045
7116,2177745034,106472041
7117,2178357103,106293033
7118,2178969249,106360413
7119,2179581496,106391649
7120,2180193820,106443697
7121,2180806227,106483065
7122,2181418729,106395461
7123,2182031299,106646205
7124,2182643979,106590973
7125,2183256721,106466361
7126,2183869558,106578297
7127,2184482487,106587613
7128,2185095508,106655309
7129,2185708606,106717305
7130,2186321790,106745145
7131,2186935063,106754437
7132,2187548419,106725093
7133,2188161855,106789337
7134,2188775383,106740585
7135,2189389009,106847049
7136,2190002682,106825973
7137,2190616489,106912041
7138,2191230361,106879469
7139,2191844307,106999377
7140,2192458363,106912981
7141,2193072478,106967753
7142,2193686706,107025713
7143,2194301005,106892749
7144,2194915393,107050933
7145,2195529867,107106849
7146,2196144430,107229609
7147,2196759076,107047229
7148,2197373802,107101869
7149,2197988617,107155293
7150,2198603533,107198157
7151,2199218523,107260209
7152,2199833590,107358473
7153,2200448761,107336013
7154,2201063991,107307581
7155,2201679343,107306741
7156,2202294763,107346073
7157,2202910257,107505837
7158,2203525855,107404341
7159,2204141542,107328449
7160,2204757294,107426357
7161,2205373150,107468925
7162,2205989080,107539033
7163,2206605117,107553725
7164,2207221210,107486717
7165,2207837398,107523141
7166,2208453687,107546717
7167,2209070044,107582581
7168,2209686511,107752893
7169,2210303046,107730205
7170,2210919667,107715657
7171,2211536368,107729993
7172,2212153173,107584029
7173,2212770052,107634705
7174,2213387020,107855289
7175,2214004083,107902405
7176,2214621220,107808897
7177,2215238437,107898857
7178,2215855761,107876713
7179,2216473153,107883249
7180,2217090646,108078073
7181,2217708216,107982097
7182,2218325860,108147425
7183,2218943617,107950945
7184,2219561442,108062037
7185,2220179356,108081269
7186,2220797347,108230169
7187,2221415427,108033701
7188,2222033599,108218345
7189,2222651869,108210413
7190,2223270204,108228013
7191,2223888640,108304477
7192,2224507156,108273509
7193,2225125755,108297913
7194,2225744437,108348753
7195,2226363205,108302713
7196,2226982071,108271401
7197,2227601026,108334697
7198,2228220058,108417109
7199,2228839167,108395205
7200,2229458377,108456357
7201,2230077664,108415701
7202,2230697031,108481521
7203,2231316502,108455937
7204,2231936056,108447157
7205,2232555684,108527977
7206,2233175401,108626429
7207,2233795228,108705773
7208,2234415096,108697561
7209,2235035074,108628713
7210,2235655129,108754857
7211,2236275309,108653461
7212,2236895545,108791317
7213,2237515849,108749285
7214,2238136269,108814845
7215,2238756760,108784237
7216,2239377334,108949405
7217,2239998003,108769081
7218,2240618749,108911741
7219,2241239596,108880717
7220,2241860517,108933753
7221,2242481527,108891861
7222,2243102626,108854169
7223,2243723817,109012361
7224,2244345073,108861217
7225,2244966427,109017177
7226,2245587876,108999869
7227,2246209399,109185753
7228,2246831002,109181853
7229,2247452694,109175205
7230,2248074484,109228773
7231,2248696354,109193781
7232,2249318313,109216673
7233,2249940349,109229297
7234,2250562486,109352473
7235,2251184691,109297985
7236,2251806997,109302009
7237,2252429377,109336833
7238,2253051852,109361517
7239,2253674416,109549649
7240,2254297060,109434125
7241,2254919790,109457425
7242,2255542591,109481289
7243,2256165505,109484801
7244,2256788499,109620485
7245,2257411579,109569469
7246,2258034718,109550049
7247,2258657970,109521005
7248,2259281314,109711097
7249,2259904729,109554417
7250,2260528230,109742681
7251,2261151820,109676009
7252,2261775493,109885653
7253,2262399261,109673605
7254,2263023109,109715189
7255,2263647043,109928357
7256,2264271045,109795185
7257,2264895163,109850849
7258,2265519352,109880245
7259,2266143633,109973617
7260,2266767997,109907637
7261,2267392453,109941777
7262,2268016977,109925305
7263,2268641599,109967277
7264,2269266307,110105205
7265,2269891110,110039581
7266,2270515999,110049049
7267,2271140962,110095513
7268,2271766011,110103229
7269,2272391137,109986765
7270,2273016367,110245433
7271,2273641686,110204913
7272,2274267061,110237649
7273,2274892558,110284765
7274,2275518126,110233069
7275,2276143771,110183981
7276,2276769520,110199885
7277,2277395334,110376897
7278,2278021249,110305657
7279,2278647250,110550465
7280,2279273325,110398405
7281,2279899507,110379149
7282,2280525766,110351637
7283,2281152111,110489889
7284,2281778524,110561309
7285,2282405047,110534773
7286,2283031653,110545201
7287,2283658339,110693297
7288,2284285111,110642669
7289,2284911966,110618405
7290,2285538913,110781381
7291,2286165937,110706613
7292,2286793056,110867125
7293,2287420267,110761585
7294,2288047540,110901033
7295,2288674914,110932869
7296,2289302377,110792069
7297,2289929935,110776645
7298,2290557552,110884693
7299,2291185279,110931017
7300,2291813080,110972337
7301,2292440973,111010641
7302,2293068934,111078485
7303,2293696993,110973817
7304,2294325159,111032285
7305,2294953384,111121733
7306,2295581710,111154277
7307,2296210116,111143241
7308,2296838602,111236721
7309,2297467180,111199761
7310,2298095844,111119193
7311,2298724600,111199101
7312,2299353433,111177049
7313,2299982358,111308925
7314,2300611366,111221621
7315,2301240451,111334413
7316,2301869637,111263013
