Number of digits (n),Total Primitive Operations,Assignments,Comparisons,Additions,Subtractions,Multiplications,Divisions,Modulos,MethodCalls,Returns
2945,25689209,9084186,3687455,1709280,683712,2051137,3003741,1025568,2734849,1709281
2946,25711437,9092220,3690772,1710680,684272,2052817,3006498,1026408,2737089,1710681
2947,25747553,9104965,3695937,1713095,685238,2055715,3010697,1027857,2740953,1713096
2948,25682261,9082538,3687046,1708450,683380,2050141,3003664,1025070,2733521,1708451
2949,25727625,9098466,3693475,1711520,684608,2053825,3008865,1026912,2738433,1711521
2950,25800621,9123678,3703516,1716650,686660,2059981,3016854,1029990,2746641,1716651
2951,25724553,9097370,3693027,1711320,684528,2053585,3008497,1026792,2738113,1711321
2952,25748889,9106084,3696599,1712890,685156,2055469,3011441,1027734,2740625,1712891
2953,25816205,9129215,3705772,1717675,687070,2061211,3018700,1030605,2748281,1717676
2954,25837049,9136293,3708551,1719195,687678,2063035,3020871,1031517,2750713,1719196
2955,25825153,9132644,3707249,1718150,687260,2061781,3019987,1030890,2749041,1718151
2956,25919065,9164651,3719855,1724945,689978,2069935,3029875,1034967,2759913,1724946
2957,25822069,9131608,3706846,1717920,687168,2061505,3019676,1030752,2748673,1717921
2958,25860229,9144341,3711770,1720805,688322,2064967,3023446,1032483,2753289,1720806
2959,25950153,9176180,3724707,1726770,690708,2072125,3033997,1036062,2762833,1726771
2960,25857753,9144093,3711871,1720355,688142,2064427,3023727,1032213,2752569,1720356
2961,25962589,9180407,3726368,1727675,691070,2073211,3035296,1036605,2764281,1727676
2962,25926977,9168145,3721497,1725155,690062,2070187,3031433,1035093,2760249,1725156
2963,25942121,9173770,3723867,1726040,690416,2071249,3033449,1035624,2761665,1726041
2964,25993777,9191667,3731013,1729645,691858,2075575,3039153,1037787,2767433,1729646
2965,26001961,9194516,3732155,1730210,692084,2076253,3040069,1038126,2768337,1730211
2966,26009169,9196866,3733045,1730780,692312,2076937,3040731,1038468,2769249,1730781
2967,26022813,9201433,3734816,1731805,692722,2078167,3042092,1039083,2770889,1731806
2968,26019665,9201179,3734989,1731205,692482,2077447,3042505,1038723,2769929,1731206
2969,26002785,9195126,3732505,1730120,692048,2076145,3040455,1038072,2768193,1730121
2970,26025021,9202955,3735672,1731615,692646,2077939,3043024,1038969,2770585,1731616
2971,26115901,9235118,3748736,1737650,695060,2085181,3053674,1042590,2780241,1737651
2972,26125217,9237807,3749633,1738545,695418,2086255,3054213,1043127,2781673,1738546
2973,26121661,9236920,3749392,1738140,695256,2085769,3054134,1042884,2781025,1738141
2974,26100045,9229082,3746148,1736790,694716,2084149,3051430,1042074,2778865,1736791
2975,26165197,9252066,3755460,1741150,696460,2089381,3058998,1044690,2785841,1741151
2976,26131037,9239738,3750376,1738990,695596,2086789,3054778,1043394,2782385,1738991
2977,26196833,9263440,3760137,1743170,697268,2091805,3062867,1045902,2789073,1743171
2978,26194877,9262495,3759672,1743155,697262,2091787,3062408,1045893,2789049,1743156
2979,26204101,9265193,3760586,1744025,697610,2092831,3062974,1046415,2790441,1744026
2980,26237501,9277812,3765968,1745880,698352,2095057,3067614,1047528,2793409,1745881
2981,26253609,9282368,3767451,1747470,698988,2096965,3068461,1048482,2795953,1747471
2982,26286321,9294071,3772245,1749585,699834,2099503,3072409,1049751,2799337,1749586
2983,26292077,9295816,3772860,1750100,700040,2100121,3072818,1050060,2800161,1750101
2984,26257977,9284860,3768767,1747330,698932,2096797,3069833,1048398,2795729,1747331
2985,26228149,9274929,3764934,1745065,698026,2094079,3066906,1047039,2792105,1745066
2986,26266173,9288320,3770352,1747620,699048,2097145,3071302,1048572,2796193,1747621
2987,26278217,9292483,3772011,1748465,699386,2098159,3072623,1049079,2797545,1748466
2988,26284225,9294750,3772977,1748800,699520,2098561,3073455,1049280,2798081,1748801
2989,26337633,9312852,3780073,1752710,701084,2103253,3078987,1051626,2804337,1752711
2990,26387321,9329622,3786623,1756380,702552,2107657,3084069,1053828,2810209,1756381
2991,26289221,9296236,3773490,1749260,699704,2099113,3073784,1049556,2798817,1749261
2992,26345649,9315859,3781349,1753165,701266,2103799,3080081,1051899,2805065,1753166
2993,26402933,9335404,3789054,1757300,702920,2108761,3086132,1054380,2811681,1757301
2994,26473789,9360503,3799256,1761995,704798,2114395,3094456,1057197,2819193,1761996
2995,26440713,9349421,3794955,1759515,703806,2111419,3091147,1055709,2815225,1759516
2996,26446593,9352251,3796345,1759565,703826,2111479,3092517,1055739,2815305,1759566
2997,26498601,9369312,3802843,1763630,705452,2116357,3097389,1058178,2821809,1763631
2998,26476773,9361610,3799722,1762170,704868,2114605,3094852,1057302,2819473,1762171
2999,26524753,9378560,3806597,1765370,706148,2118445,3100447,1059222,2824593,1765371
3000,26569221,9394623,3813226,1768175,707270,2121811,3105954,1060905,2829081,1768176
3001,26597301,9403757,3816678,1770405,708162,2124487,3108514,1062243,2832649,1770406
3002,26550449,9388042,3810573,1766900,706760,2120281,3103811,1060140,2827041,1766901
3003,26620557,9411634,3819764,1772110,708844,2126533,3110918,1063266,2835377,1772111
3004,26624741,9413484,3820634,1772220,708888,2126665,3111744,1063332,2835553,1772221
3005,26658057,9425555,3825627,1774305,709722,2129167,3115903,1064583,2838889,1774306
3006,26655269,9423842,3824698,1774450,709780,2129341,3114916,1064670,2839121,1774451
3007,26685345,9434425,3828977,1776475,710590,2131771,3118385,1065885,2842361,1776476
3008,26681689,9434071,3829135,1775805,710322,2130967,3118811,1065483,2841289,1775806
3009,26679837,9432969,3828544,1775885,710354,2131063,3118188,1065531,2841417,1775886
3010,26684481,9434554,3829169,1776220,710488,2131465,3118679,1065732,2841953,1776221
3011,26725645,9449900,3835652,1778600,711440,2134321,3124210,1067160,2845761,1778601
3012,26729821,9451229,3836144,1778945,711578,2134735,3124564,1067367,2846313,1778946
3013,26753237,9459593,3839566,1780465,712186,2136559,3127378,1068279,2848745,1780466
3014,26782025,9468938,3843091,1782760,713104,2139313,3129985,1069656,2852417,1782761
3015,26822173,9483468,3849096,1785280,714112,2142337,3134982,1071168,2856449,1785281
3016,26811021,9479674,3847604,1784470,713788,2141365,3133814,1070682,2855153,1784471
3017,26861293,9497099,3854564,1787975,715190,2145571,3139372,1072785,2860761,1787976
3018,26860137,9496840,3854507,1787830,715132,2145397,3139373,1072698,2860529,1787831
3019,26893561,9507491,3858455,1790585,716234,2148703,3142219,1074351,2864937,1790586
3020,26914165,9515329,3861814,1791705,716682,2150047,3145130,1075023,2866729,1791706
3021,26881121,9503537,3856993,1789555,715822,2147467,3141169,1073733,2863289,1789556
3022,26851093,9494111,3853550,1787015,714806,2144419,3138742,1072209,2859225,1787016
3023,26916285,9516730,3862592,1791550,716620,2149861,3145970,1074930,2866481,1791551
3024,26924673,9520077,3864073,1791935,716774,2150323,3147297,1075161,2867097,1791936
3025,26968397,9534470,3869572,1795330,718132,2154397,3151438,1077198,2872529,1795331
3026,26939385,9524892,3865903,1793090,717236,2151709,3148665,1075854,2868945,1793091
3027,26948357,9527651,3866890,1793875,717550,2152651,3149338,1076325,2870201,1793876
3028,26991869,9542741,3872920,1796905,718762,2156287,3154156,1078143,2875049,1796906
3029,27015633,9550938,3876181,1798580,719432,2158297,3156747,1079148,2877729,1798581
3030,26979193,9539384,3871919,1795550,718220,2154661,3153697,1077330,2872881,1795551
3031,27027309,9555522,3878188,1799150,719660,2158981,3158526,1079490,2878641,1799151
3032,27053829,9564822,3881938,1800950,720380,2161141,3161556,1080570,2881521,1800951
3033,27002309,9547323,3875066,1797195,718878,2156635,3156186,1078317,2875513,1797196
3034,27169497,9604748,3897831,1809090,723636,2170909,3174193,1085454,2894545,1809091
3035,27083673,9575190,3886087,1803020,721208,2163625,3164877,1081812,2884833,1803021
3036,27031901,9557521,3879120,1799285,719714,2159143,3159404,1079571,2878857,1799286
3037,27157945,9601436,3896735,1807970,723188,2169565,3173545,1084782,2892753,1807971
3038,27148721,9597726,3895085,1807560,723024,2169073,3172059,1084536,2892097,1807561
3039,27122885,9589835,3892282,1805275,722110,2166331,3170170,1083165,2888441,1805276
3040,27234233,9627128,3906751,1813630,725452,2176357,3181297,1088178,2901809,1813631
3041,27169273,9606044,3898799,1808450,723380,2170141,3175417,1085070,2893521,1808451
3042,27174833,9608098,3899661,1808780,723512,2170537,3176147,1085268,2894049,1808781
3043,27179457,9609607,3900233,1809145,723658,2170975,3176573,1085487,2894633,1809146
3044,27192797,9614275,3902112,1810055,724022,2172067,3178088,1086033,2896089,1810056
3045,27249789,9633839,3909864,1814115,725646,2176939,3184216,1088469,2902585,1814116
3046,27291581,9648938,3916096,1816750,726700,2180101,3189394,1090050,2906801,1816751
3047,27324337,9659882,3920333,1819220,727688,2183065,3192643,1091532,2910753,1819221
3048,27295549,9650416,3916720,1816980,726792,2180377,3189926,1090188,2907169,1816981
3049,27312377,9656124,3918959,1818210,727284,2181853,3191673,1090926,2909137,1818211
3050,27374017,9677330,3927377,1822580,729032,2187097,3198343,1093548,2916129,1822581
3051,27228533,9626731,3907110,1812515,725006,2175019,3182102,1087509,2900025,1812516
3052,27330713,9663015,3921887,1819245,727698,2183095,3194187,1091547,2910793,1819246
3053,27376825,9678327,3927783,1822765,729106,2187319,3198675,1093659,2916425,1822766
3054,27398289,9685495,3930557,1824385,729754,2189263,3200801,1094631,2919017,1824386
3055,27413013,9691262,3933078,1825110,730044,2190133,3203032,1095066,2920177,1825111
3056,27374813,9678487,3928128,1822235,728894,2186683,3199232,1093341,2915577,1822236
3057,27440537,9701581,3937455,1826675,730670,2192011,3206783,1096005,2922681,1826676
3058,27374329,9678674,3928319,1822040,728816,2186449,3199501,1093224,2915265,1822041
3059,27419801,9694271,3934495,1825285,730114,2190343,3204379,1095171,2920457,1825286
3060,27498313,9721680,3945507,1830670,732268,2196805,3213237,1098402,2929073,1830671
3061,27537045,9734600,3950502,1833600,733440,2200321,3217060,1100160,2933761,1833601
3062,27478617,9714780,3942727,1829330,731732,2195197,3210993,1097598,2926929,1829331
3063,27428441,9697579,3935919,1825745,730298,2190895,3205619,1095447,2921193,1825746
3064,27481785,9715847,3943143,1829565,731826,2195479,3211315,1097739,2927305,1829566
3065,27526453,9732054,3949854,1832350,732940,2198821,3216912,1099410,2931761,1832351
3066,27544989,9738033,3952096,1833845,733538,2200615,3218556,1100307,2934153,1833846
3067,27610989,9760946,3961260,1838430,735372,2206117,3225886,1103058,2941489,1838431
3068,27546501,9739097,3952698,1833705,733482,2200447,3219214,1100223,2933929,1833706
3069,27573629,9748514,3956464,1835590,734236,2202709,3222226,1101354,2936945,1835591
3070,27623797,9766030,3963502,1839030,735612,2206837,3227888,1103418,2942449,1839031
3071,27607765,9761072,3961718,1837640,735056,2205169,3226660,1102584,2940225,1837641
3072,27666597,9780137,3968898,1842345,736938,2210815,3231958,1105407,2947753,1842346
3073,27672657,9783189,3970429,1842335,736934,2210803,3233493,1105401,2947737,1842336
3074,27631797,9769062,3964798,1839470,735788,2207365,3229008,1103682,2943153,1839471
3075,27707265,9795257,3975273,1844715,737886,2213659,3237385,1106829,2951545,1844716
3076,27667409,9781654,3969909,1841840,736736,2210209,3233171,1105104,2946945,1841841
3077,27759677,9814467,3983288,1847895,739158,2217475,3244128,1108737,2956633,1847896
3078,27745805,9809665,3981372,1846925,738770,2216311,3242600,1108155,2955081,1846926
3079,27742761,9808088,3980571,1846950,738780,2216341,3241789,1108170,2955121,1846951
3080,27775209,9819065,3984867,1849335,739734,2219203,3245131,1109601,2958937,1849336
3081,27824373,9836508,3991966,1852580,741032,2223097,3250932,1111548,2964129,1852581
3082,27842869,9842577,3994278,1854025,741610,2224831,3252666,1112415,2966441,1854026
3083,27853185,9846646,3996065,1854520,741808,2225425,3254255,1112712,2967233,1854521
3084,27802185,9829275,3989227,1850825,740330,2220991,3248895,1110495,2961321,1850826
3085,27895821,9861155,4001772,1857615,743046,2229139,3258724,1114569,2972185,1857616
3086,27927421,9872940,4006752,1859440,743776,2231329,3262974,1115664,2975105,1859441
3087,27891777,9860574,4001809,1856960,742784,2228353,3259023,1114176,2971137,1856961
3088,27940629,9877168,4008326,1860520,744208,2232625,3264116,1116312,2976833,1860521
3089,27935205,9875655,4007842,1859975,743990,2231971,3263850,1115985,2975961,1859976
3090,27956717,9882704,4010524,1861660,744664,2233993,3265858,1116996,2978657,1861661
3091,27935113,9875895,4008027,1859845,743938,2231815,3264087,1115907,2975753,1859846
3092,27994189,9895555,4015612,1864335,745734,2237203,3269876,1118601,2982937,1864336
3093,27942277,9878861,4009370,1860125,744050,2232151,3265318,1116075,2976201,1860126
3094,27997989,9897411,4016530,1864355,745742,2237227,3270786,1118613,2982969,1864356
3095,28024469,9907076,4020550,1865980,746392,2239177,3274156,1119588,2985569,1865981
3096,28038381,9911667,4022308,1867055,746822,2240467,3275484,1120233,2987289,1867056
3097,27960225,9885624,4012249,1861130,744452,2233357,3267795,1116678,2977809,1861131
3098,28025529,9907628,4020831,1865970,746388,2239165,3274441,1119582,2985553,1865971
3099,28031601,9909916,4021805,1866310,746524,2239573,3275279,1119786,2986097,1866311
3100,28044081,9914176,4023485,1867210,746884,2240653,3276599,1120326,2987537,1867211
3101,28142873,9947831,4036735,1874365,749746,2249239,3286987,1124619,2998985,1874366
3102,28123321,9942125,4034807,1872515,749006,2247019,3285799,1123509,2996025,1872516
3103,28124841,9942841,4035155,1872535,749014,2247043,3286139,1123521,2996057,1872536
3104,28162841,9955505,4040047,1875415,750166,2250499,3289879,1125249,3000665,1875416
3105,28108713,9937637,4033203,1871235,748494,2245483,3284707,1122741,2993977,1871236
3106,28188301,9964594,4043764,1877070,750828,2252485,3292934,1126242,3003313,1877071
3107,28256069,9988391,4053370,1881655,752662,2257987,3300706,1128993,3010649,1881656
3108,28155257,9954166,4039935,1874300,749720,2249161,3290213,1124580,2998881,1874301
3109,28173921,9959868,4041961,1875950,750380,2251141,3291579,1125570,3001521,1875951
3110,28259117,9989893,4054116,1881665,752666,2257999,3301448,1128999,3010665,1881666
3111,28231945,9980377,4050283,1879815,751926,2255779,3298355,1127889,3007705,1879816
3112,28204989,9971739,4047064,1877615,751046,2253139,3296016,1126569,3004185,1877616
3113,28270713,9994008,4055791,1882430,752972,2258917,3302817,1129458,3011889,1882431
3114,28245761,9985745,4052617,1880515,752206,2256619,3300409,1128309,3008825,1880516
3115,28326097,10013769,4063869,1886035,754414,2263243,3309453,1131621,3017657,1886036
3116,28297621,10003425,4059582,1884265,753706,2261119,3305874,1130559,3014825,1884266
3117,28340069,10018863,4065986,1886895,754758,2264275,3311226,1132137,3019033,1886896
3118,28381061,10032088,4070946,1890200,756080,2268241,3314864,1134120,3024321,1890201
3119,28367489,10027821,4069385,1889055,755622,2266867,3313761,1133433,3022489,1889056
3120,28378701,10032096,4071220,1889660,755864,2267593,3315354,1133796,3023457,1889661
3121,28412977,10043954,4075949,1892060,756824,2270473,3319123,1135236,3027297,1892061
3122,28459929,10060346,4082535,1895280,758112,2274337,3324421,1137168,3032449,1895281
3123,28407121,10042566,4075605,1891360,756544,2269633,3319059,1134816,3026177,1891361
3124,28446793,10056352,4081123,1894110,757644,2272933,3323477,1136466,3030577,1894111
3125,28460817,10061142,4083013,1895120,758048,2274145,3324963,1137072,3032193,1895121
3126,28433065,10051589,4079219,1893155,757262,2271787,3321955,1135893,3029049,1893156
3127,28505209,10076958,4089471,1898020,759208,2277625,3330261,1138812,3036833,1898021
3128,28493973,10073397,4088158,1897085,758834,2276503,3329322,1138251,3035337,1897086
3129,28446861,10056980,4081572,1893840,757536,2272609,3324034,1136304,3030145,1893841
3130,28527213,10085001,4092820,1899365,759746,2279239,3333072,1139619,3038985,1899366
3131,28544117,10091385,4095542,1900305,760122,2280367,3335418,1140183,3040489,1900306
3132,28585205,10104405,4100342,1903725,761490,2284471,3338850,1142235,3045961,1903726
3133,28532265,10086867,4093603,1899665,759866,2279599,3333735,1139799,3039465,1899666
3134,28556565,10095068,4096806,1901460,760584,2281753,3336220,1140876,3042337,1901461
3135,28571161,10100496,4099095,1902310,760924,2282773,3338169,1141386,3043697,1902311
3136,28652441,10128739,4110399,1907945,763178,2289535,3347219,1144767,3052713,1907946
3137,28709101,10147730,4117772,1912190,764876,2294629,3352894,1147314,3059505,1912191
3138,28617545,10116626,4105555,1905520,762208,2286625,3343345,1143312,3048833,1905521
